term_normalized,sense_rank,pos,gender,definition,source
CHIBOUGAMAU,1,N,,"Ville et lac de la région du Nord-du-Québec, au Canada.",kaikki
CHICHEPORTICHE,1,N,,Patronyme.,kaikki
CHICHESTER,1,N,m,"Municipalité de la municipalité régionale de comté de Pontiac, au Québec.",kaikki
CHICHPORTICH,1,N,,Patronyme.,kaikki
CHICONI,1,N,f,Commune du département de Mayotte.,kaikki
CHICOUTIMI,1,N,,"Ancienne municipalité devenue le plus grand arrondissement de la ville de Saguenay, au Québec.",kaikki
CHIEM,1,N,,Patronyme d'origine vietnamienne.,kaikki
CHIERS,1,N,f,"Rivière du nord-est de la France, affluente de la Meuse.",kaikki
CHIEVRES,1,N,f,"Ville de la province de Hainaut, en Wallonie.",kaikki
CHIHIRO,1,N,,Prénom mixte d'origine japonaise.,kaikki
CHINAFRIQUE,1,N,f,"Mot-valise désignant les relations, notamment économiques, entre la Chine et l'Afrique depuis les années 2010.",kaikki
CHINCHEROS,1,N,f,"Ville de la région d'Apurímac, au Pérou.",kaikki
CHIOS,1,N,,"Île grecque de la mer Égée, proche des côtes turques.",kaikki
CHIRAC,1,N,,"Patronyme porté par Jacques Chirac, président de la République française de 1995 à 2007.",kaikki
CHIRAZ,1,N,,"Ville d'Iran, réputée pour son patrimoine culturel et ses jardins.",kaikki
CHIROL,1,N,,Patronyme français.,kaikki
CHIRON,1,N,m,"Dans la mythologie grecque, centaure sage qui fut le précepteur d'Achille.",kaikki
CHIRON,2,N,m,"Petit corps céleste situé entre Saturne et Uranus, nommé en son honneur.",kaikki
CHIRONGUI,1,N,f,Commune du département de Mayotte.,kaikki
CHIRVAN,1,N,m,"Région historique de l'est du Caucase, autrefois perse et aujourd'hui située en Azerbaïdjan.",kaikki
CHISA,1,N,f,Prénom féminin d'origine japonaise.,kaikki
CHISASIBI,1,N,,"Réserve et municipalité de village de la région du Nord-du-Québec, au Canada.",kaikki
CHISINAU,1,N,,Capitale de la Moldavie.,kaikki
CHIYO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
CHLEF,1,N,f,"Ville d'Algérie, chef-lieu de la wilaya du même nom.",kaikki
CHLOE,1,N,f,Variante orthographique du prénom féminin Chloé.,kaikki
CHNEIWEISS,1,N,,Patronyme.,kaikki
CHOCHANA,1,N,f,Prénom féminin d'origine hébraïque.,kaikki
CHOISY,1,N,,Commune du département de la Haute-Savoie.,kaikki
CHOKRI,1,N,,Transcription française d'un prénom masculin arabe.,kaikki
CHOLON,1,N,,"Quartier à forte population d'origine chinoise de la ville de Hô-Chi-Minh-Ville, au Vietnam.",kaikki
CHONGQING,1,N,f,Municipalité autonome et ville de l'ouest de la Chine.,kaikki
CHOOZ,1,N,,Commune du département des Ardennes.,kaikki
CHOQUET,1,N,,Patronyme d'origine picarde.,kaikki
CHOQUETTE,1,N,,Patronyme.,kaikki
CHORIER,1,N,,Patronyme.,kaikki
CHOUCHANIK,1,N,f,"Prénom féminin d'origine arménienne, équivalent de l'anglais Shushanik.",kaikki
CHOUCHI,1,N,,Ville de la région du Haut-Karabakh.,kaikki
CHOUINARD,1,N,,Patronyme porté notamment au Québec.,kaikki
CHOULGUINE,1,N,m,Transcription française du patronyme russe Шульгин.,kaikki
CHOUPI,1,Adj,,"Terme familier et affectueux signifiant mignon, ou désignant une personne mignonne.",kaikki
CHOUPI,2,N,,"Terme familier et affectueux signifiant mignon, ou désignant une personne mignonne.",kaikki
CHRISMEUSSE,1,N,m,Graphie phonétique populaire du mot anglais Christmas.,kaikki
CHRISMISSE,1,N,m,Autre graphie phonétique populaire du mot anglais Christmas.,kaikki
CHRISMUSSE,1,N,m,Encore une graphie phonétique populaire du mot anglais Christmas.,kaikki
CHRISTEL,1,N,f,Variante orthographique du prénom Christelle.,kaikki
CHRISTELE,1,N,f,Autre variante orthographique du prénom Christelle.,kaikki
CHRISTELLE,1,N,f,"Prénom féminin, variante de Christine.",kaikki
CHRISTIAN,1,N,m,"Prénom masculin, équivalents féminins Christiane, Christine ou Christelle.",kaikki
CHRISTIANE,1,N,f,"Prénom féminin, équivalent masculin Christian.",kaikki
CHRISTINE,1,N,f,Prénom féminin.,kaikki
CHRISTINE,2,N,f,"Dans certaines traditions populaires, personnage qui apporte des cadeaux la nuit du Nouvel An, à la manière du Père Noël.",kaikki
CHRISTOPHE,1,N,m,"Prénom masculin, équivalent de l'anglais Christopher.",kaikki
CHRISTOPHER,1,N,m,Prénom masculin.,kaikki
CHRYSIPPE,1,N,m,"Philosophe grec de l'Antiquité, l'une des grandes figures de l'école stoïcienne.",kaikki
CHRYSTELLE,1,N,f,Variante orthographique du prénom Christelle.,kaikki
CHTAR,1,N,m,Terme argotique désignant un coup violent ou une raclée.,kaikki
CHTAR,2,N,m,"Par un autre usage, désigne un bouton d'acné.",kaikki
CHTIBA,1,N,,Transcription française d'un patronyme arabe.,kaikki
CHUCHANIK,1,N,f,Variante orthographique du prénom Chouchanik.,kaikki
CHUI,1,V,,Contraction familière et orale de je suis.,kaikki
CIA,1,N,f,Agence centrale de renseignement des États-Unis.,kaikki
CIAM,1,N,m,"Sigle des Congrès internationaux d'architecture moderne, mouvement d'architectes du XXe siècle.",kaikki
CIBOT,1,N,,Patronyme.,kaikki
CIBOURE,1,N,,Commune du département des Pyrénées-Atlantiques.,kaikki
CIC,1,N,f,"Sigle de Citoyenneté et Immigration Canada, ancien nom du ministère fédéral chargé de l'immigration.",kaikki
CICERON,1,N,m,"Nom francisé de l'homme d'État, orateur et philosophe romain Cicéron.",kaikki
CICR,1,N,m,"Sigle du Comité international de la Croix-Rouge, organisation humanitaire basée à Genève.",kaikki
CIJ,1,N,,"Sigle de la Cour internationale de justice, principal organe judiciaire des Nations unies.",kaikki
CINOTTI,1,N,,Patronyme d'origine italienne.,kaikki
CINTEGABELLE,1,N,,Petite ville du département de la Haute-Garonne.,kaikki
CINTHIE,1,N,f,Variante orthographique du prénom Cynthie.,kaikki
CIO,1,N,m,"Sigle du Comité international olympique, instance dirigeante du mouvement olympique.",kaikki
CIPM,1,N,m,"Sigle du Comité international des poids et mesures, organisme chargé de superviser le système métrique international.",kaikki
CIRCASSIE,1,N,f,"Région historique du nord du Caucase, peuplée traditionnellement par les Circassiens.",kaikki
CIRCE,1,N,f,"Magicienne de la mythologie grecque, célèbre dans l'Odyssée pour avoir transformé les compagnons d'Ulysse en pourceaux.",kaikki
CIRCE,2,N,f,Astéroïde de la ceinture principale qui porte son nom.,kaikki
CIRCO,1,N,f,Abréviation familière de circonscription électorale.,kaikki
CIRET,1,N,,Patronyme français.,kaikki
CISJORDANIE,1,N,f,Territoire palestinien situé à l'ouest du Jourdain.,kaikki
CITEAUX,1,N,,"Abbaye de Bourgogne, berceau de l'ordre cistercien.",kaikki
CITRINI,1,N,,Patronyme.,kaikki
CITROEN,1,N,,"Patronyme, notamment celui d'André Citroën.",kaikki
CITROEN,2,N,,Constructeur automobile français qu'il a fondé.,kaikki
CITY,1,N,,Quartier financier historique de Londres.,kaikki
CIXOUS,1,N,,"Patronyme porté par Hélène Cixous, écrivaine et philosophe française.",kaikki
CIZOS,1,N,m,Village du département des Hautes-Pyrénées.,kaikki
CLAIROUIN,1,N,,Patronyme français.,kaikki
CLARA,1,N,f,Prénom féminin.,kaikki
CLAREDE,1,N,,"Lieu-dit de la commune de Montastruc-de-Salies, en Haute-Garonne.",kaikki
CLARENDON,1,N,m,"Municipalité de la municipalité régionale de comté de Pontiac, au Québec.",kaikki
CLARENSAC,1,N,,Commune du département du Gard.,kaikki
CLARIOND,1,N,,Patronyme.,kaikki
CLARY,1,N,,Patronyme.,kaikki
CLAUDET,1,N,,Patronyme.,kaikki
CLAUDETTE,1,N,f,"Prénom féminin, diminutif de Claude.",kaikki
CLAUDIA,1,N,f,"Prénom féminin d'origine latine, variante proche de la forme latine d'origine de Claudie.",kaikki
CLAUDIE,1,N,f,"Prénom féminin d'origine latine, équivalent de l'anglais Claudia.",kaikki
CLAYRA,1,N,m,"Ancienne orthographe de Claira, commune des Pyrénées-Orientales.",kaikki
CLEANTHE,1,N,m,"Prénom masculin issu du grec ancien, d'usage historique, équivalent de l'anglais Cleanthes.",kaikki
CLEENEWERCK,1,N,,Patronyme porté en France.,kaikki
CLELIA,1,N,f,Prénom féminin d'origine latine.,kaikki
CLELIE,1,N,f,Jeune Romaine légendaire qui s'échappa d'un camp étrusque en traversant le Tibre à la nage.,kaikki
CLELIE,2,N,f,Prénom féminin d'origine latine qui en est tiré.,kaikki
CLEM,1,N,,"Diminutif mixte des prénoms Clément, Clémentine ou Clémence, équivalent de l'anglais Clem.",kaikki
CLEMENCEAU,1,N,,"Patronyme, notamment celui de l'homme d'État français Georges Clemenceau.",kaikki
CLEMIE,1,N,f,Diminutif du prénom féminin Clémentine.,kaikki
CLEMONT,1,N,m,Commune du département du Cher.,kaikki
CLEOBULE,1,N,m,"Sage grec de l'Antiquité, compté parmi les Sept Sages de la Grèce.",kaikki
CLEOPATRE,1,N,f,Prénom féminin popularisé par les souveraines d'Égypte ptolémaïque.,kaikki
CLEOPATRE,2,N,f,"Dernière reine d'Égypte de la dynastie lagide, connue pour ses alliances avec Jules César puis Marc Antoine.",kaikki
CLERAMBAULT,1,N,,"Patronyme porté par Gaëtan Gatian de Clérambault, psychiatre français, connu pour le syndrome qui porte son nom.",kaikki
CLERICY,1,N,m,"Quartier et ancienne municipalité de la municipalité régionale de comté de Rouyn-Noranda, en Abitibi-Témiscamingue, au Québec.",kaikki
CLERMONT,1,N,m,"Municipalité de canton de la municipalité régionale de comté d'Abitibi-Ouest, en Abitibi-Témiscamingue, au Québec.",kaikki
CLERVAL,1,N,m,"Municipalité de la municipalité régionale de comté d'Abitibi-Ouest, en Abitibi-Témiscamingue, au Québec.",kaikki
CLERVIE,1,N,f,Prénom féminin d'origine bretonne.,kaikki
CLERY,1,N,,Prénom masculin et nom de famille français.,kaikki
CLEVES,1,N,,"Ville d'Allemagne, en Rhénanie-du-Nord-Westphalie, sur le Rhin inférieur.",kaikki
CLIGNANCOURT,1,N,m,"Quartier du nord de Paris, connu pour son marché aux puces.",kaikki
CLISTHENE,1,N,m,"Homme d'État athénien de l'Antiquité, réformateur considéré comme le fondateur de la démocratie athénienne.",kaikki
CLOELIA,1,N,f,Prénom féminin d'origine latine.,kaikki
CLOELIUS,1,N,m,Prénom masculin d'origine latine.,kaikki
CLOTHILDE,1,N,f,"Prénom féminin, variante de Clotilde.",kaikki
CLOTILDE,1,N,f,"Prénom féminin issu des langues germaniques, popularisé par sainte Clotilde, reine du VIe siècle.",kaikki
CLOUSEAU,1,N,,"Patronyme porté par l'inspecteur Clouseau, détective maladroit de la série de films La Panthère rose.",kaikki
CLOVIS,1,N,m,"Prénom masculin porté notamment par quatre rois francs, dont le premier unifia les Francs au Ve siècle.",kaikki
CMA,1,N,f,"Sigle de Compagnie maritime d'affrètement, entreprise française de transport maritime.",kaikki
CMM,1,N,f,"Sigle de Communauté métropolitaine de Montréal, organisme intermunicipal créé en 2002 pour administrer le territoire métropolitain montréalais, en remplacement de la Communauté urbaine de Montréal.",kaikki
CMU,1,N,f,"Sigle de couverture maladie universelle, dispositif français d'accès aux soins pour les personnes sans autre couverture sociale.",kaikki
CNES,1,N,m,"Sigle de Centre national d'études spatiales, l'agence spatiale française.",kaikki
CNIDE,1,N,m,"Ancienne cité grecque d'Asie Mineure, aujourd'hui en Turquie.",kaikki
CNR,1,N,m,"Sigle de Conseil national de la Résistance, instance qui coordonna les mouvements de résistance français pendant l'Occupation.",kaikki
CNRS,1,N,m,"Sigle de Centre national de la recherche scientifique, principal organisme public de recherche en France.",kaikki
CNSS,1,N,f,"Sigle de Caisse nationale de sécurité sociale, organisme chargé de la gestion de la sécurité sociale dans certains pays francophones.",kaikki
COACOVEC,1,N,,"Lieu-dit de la commune de Saint-Barnabé, dans les Côtes-d'Armor, en Bretagne.",kaikki
COATICOOK,1,N,m,"Municipalité régionale de comté de la région de l'Estrie, au Québec.",kaikki
COBLENCE,1,N,,"Ville allemande de Rhénanie-Palatinat, située au confluent du Rhin et de la Moselle.",kaikki
COCHEUR,1,N,m,"Terme désignant, chez les ornithologues amateurs, une personne cherchant avant tout à observer et cocher un maximum d'espèces d'oiseaux différentes sur une liste.",kaikki
COCHIN,1,N,m,Nom de famille français.,kaikki
COCHIN,2,N,m,"Nom usuel désignant l'hôpital Cochin, établissement hospitalier parisien.",kaikki
COCHINCHINE,1,N,f,"Ancienne région du sud du Vietnam, colonie française de 1862 à 1949.",kaikki
COCTEAU,1,N,,"Patronyme porté par Jean Cocteau, poète, écrivain et cinéaste français.",kaikki
COCYTE,1,N,m,"Dans la mythologie grecque, l'un des fleuves des Enfers.",kaikki
CODERRE,1,N,,Patronyme.,kaikki
COELESYRIE,1,N,f,"Variante orthographique de Cœlé-Syrie, région historique du Proche-Orient antique.",kaikki
COGER,1,V,,Verbe dialectal signifiant punir quelqu'un ou le contraindre à agir.,kaikki
COIE,1,Adj,,"Ancienne forme féminine singulier de l'adjectif coi, qui signifie silencieux, immobile.",kaikki
COIES,1,Adj,,"Ancienne forme féminine pluriel de l'adjectif coi, qui signifie silencieux, immobile.",kaikki
COIMBRE,1,N,f,"Ville du centre du Portugal, ancienne capitale du royaume portugais et siège d'une université fondée au XIIIe siècle.",kaikki
COIMBRE,2,N,f,District administratif portugais dont elle est le chef-lieu.,kaikki
COINSTO,1,N,m,"Terme argotique désignant un lieu, en particulier son quartier d'origine.",kaikki
COITEUX,1,N,,Patronyme.,kaikki
COLAPINTO,1,N,,Nom de famille d'origine italienne.,kaikki
COLCHIDE,1,N,f,"Région historique de l'Antiquité, sur la rive orientale de la mer Noire, correspondant à l'ouest de la Géorgie actuelle.",kaikki
COLDEFY,1,N,,Patronyme d'origine occitane.,kaikki
COLETTE,1,N,f,"Prénom féminin, diminutif de Nicolette, lui-même dérivé de Nicolas.",kaikki
COLINE,1,N,f,"Prénom féminin, diminutif de Nicoline, dérivé de Nicolas.",kaikki
COLLARD,1,N,,Patronyme.,kaikki
COLLETT,1,N,,Nom de famille d'origine patronymique.,kaikki
COLLIN,1,N,,"Nom de famille courant, d'origine patronymique.",kaikki
COLMAR,1,N,m,"Ville du centre de l'Alsace, chef-lieu du département du Haut-Rhin.",kaikki
COLOMBANI,1,N,,Patronyme d'origine corse.,kaikki
COLOMBIE,1,N,f,"Pays d'Amérique du Sud, bordé par la mer des Caraïbes et l'océan Pacifique.",kaikki
COLOMIERS,1,N,f,"Commune de la Haute-Garonne, dans l'agglomération toulousaine.",kaikki
COLOMNADE,1,N,f,Ancienne orthographe de colonnade.,kaikki
COLOMNE,1,N,f,Ancienne orthographe de colonne.,kaikki
COLONNA,1,N,,"Patronyme porté par une famille noble italienne de premier plan, originaire de Rome.",kaikki
COLORADO,1,N,,Fleuve d'Amérique du Nord prenant sa source dans les montagnes Rocheuses et se jetant dans le golfe de Californie.,kaikki
COLORADO,2,N,,État de l'ouest des États-Unis.,kaikki
COLOSSEE,1,N,m,"Ancienne forme de Colisée, le grand amphithéâtre de la Rome antique.",kaikki
COLTAINVILLE,1,N,m,"Village du département d'Eure-et-Loir, en région Centre-Val de Loire.",kaikki
COMANECI,1,N,,"Patronyme d'origine roumaine, porté par la gymnaste Nadia Comăneci.",kaikki
COMBANI,1,N,m,"Village de la commune de Tsingoni, à Mayotte.",kaikki
COMBILLOU,1,N,,"Lieu-dit de la commune de Brassac, dans le Tarn-et-Garonne.",kaikki
COMBOURG,1,N,f,"Commune d'Ille-et-Vilaine, en Bretagne, connue pour son château associé à Chateaubriand.",kaikki
COME,1,N,m,"Prénom masculin, équivalent français de Cosme.",kaikki
COME,2,N,m,"Ville d'Italie du Nord, chef-lieu de la province du même nom, en Lombardie.",kaikki
COME,3,N,m,Province de Lombardie entourant cette ville.,kaikki
COMEAU,1,N,,Nom de famille répandu au Québec et dans les provinces maritimes du Canada.,kaikki
COMEAUX,1,N,,Patronyme.,kaikki
COMELIAU,1,N,m,Patronyme français.,kaikki
COMINES,1,N,,"Ville de part et d'autre de la frontière franco-belge, dans les Hauts-de-France et en Flandre-Occidentale.",kaikki
COMINO,1,N,m,"Petite île de l'archipel maltais, entre Malte et Gozo.",kaikki
COMMAGENE,1,N,f,"Ancien royaume gréco-iranien du nord-est de l'Anatolie, dans la Turquie actuelle.",kaikki
COMMINGES,1,N,m,"Ancienne région de Gascogne, autour de Saint-Gaudens, aujourd'hui en Haute-Garonne.",kaikki
COMORES,1,N,f,"Archipel et pays de l'océan Indien, au large de l'Afrique de l'Est, dont fait aussi partie l'île de Mayotte, restée française.",kaikki
COMPOSTELLE,1,N,f,"Ville de Galice, en Espagne, célèbre lieu de pèlerinage abritant le tombeau supposé de l'apôtre Jacques.",kaikki
CONCARNEAU,1,N,f,"Commune du Finistère, en Bretagne, port de pêche connu pour sa ville close fortifiée.",kaikki
CONCOTS,1,N,m,"Village du département du Lot, en Occitanie.",kaikki
CONDAT,1,N,f,"Commune du Cantal, en Auvergne.",kaikki
CONDAT,2,N,f,"Nom parfois employé pour Condat-sur-Vézère, en Dordogne.",kaikki
CONFITUREMBOURG,1,N,m,"Capitale imaginaire du royaume des poupées, dans la traduction par Alexandre Dumas du conte de Hoffmann Casse-Noisette.",kaikki
CONFUCIUS,1,N,m,"Philosophe et penseur chinois de l'Antiquité, dont l'enseignement moral a fondé le confucianisme.",kaikki
CONGRUANT,1,Adj,,"Ancienne forme de l'adjectif congruent, qui convient bien, qui s'accorde avec quelque chose.",kaikki
CONGY,1,N,,"Commune du département de la Marne, en Champagne.",kaikki
CONOC,1,N,m,"Prénom masculin d'origine bretonne, d'usage historique.",kaikki
CONOGAN,1,N,m,"Prénom masculin d'origine bretonne, d'usage historique.",kaikki
CONSERANS,1,N,m,"Ancienne orthographe de Couserans, région pyrénéenne du sud de l'Ariège.",kaikki
CONSTANTIN,1,N,m,"Prénom masculin, équivalent de l'anglais Constantine.",kaikki
CONSTANTINESCU,1,N,,Patronyme d'origine roumaine.,kaikki
CONSTANTINOPLE,1,N,m,"Ancien nom d'Istanbul, capitale successive de l'Empire byzantin puis de l'Empire ottoman, jusqu'en 1930.",kaikki
CONSUMOIT,1,V,,"Ancienne orthographe de consumait, imparfait du verbe consumer.",kaikki
CONTEMNEMENT,1,N,m,Terme vieilli désignant le mépris.,kaikki
CONTRAZY,1,N,,"Village du département de l'Ariège, en Occitanie.",kaikki
CONVEL,1,N,m,"Prénom masculin d'origine bretonne, d'usage historique.",kaikki
CONVOYON,1,N,m,"Prénom masculin d'origine bretonne, d'usage historique.",kaikki
COPENHAGUE,1,N,f,"Capitale du Danemark, sur les îles de Sjælland et Amager.",kaikki
COPPEE,1,N,,Patronyme français.,kaikki
COQUATRIX,1,N,,"Patronyme porté par Bruno Coquatrix, imprésario français, directeur de la salle parisienne l'Olympia.",kaikki
CORALIE,1,N,f,Prénom féminin.,kaikki
CORBEIL,1,N,,Patronyme.,kaikki
CORCORAN,1,N,,Patronyme.,kaikki
CORCORANS,1,N,,"Forme plurielle du nom de famille Corcoran, d'origine irlandaise.",kaikki
CORCYRE,1,N,f,"Nom antique de l'île de Corfou, en Grèce.",kaikki
CORDOUE,1,N,f,"Ville d'Andalousie, en Espagne, ancienne capitale du califat omeyyade.",kaikki
CORDOUE,2,N,f,Province andalouse dont elle est le chef-lieu.,kaikki
CORDUENE,1,N,f,"Région historique du sud-est de l'Anatolie antique, aujourd'hui au Kurdistan.",kaikki
CORFOU,1,N,m,"Île grecque de la mer Ionienne, proche des côtes de l'Albanie, dont le chef-lieu porte le même nom.",kaikki
